"Gene_Symbol","Gene_Name","MIM_Number","Entry_Title","Search_Term","Phenotype_Map","Inheritance","Entrez_GeneIDs","Ensembl_IDs","Source"
"MANE","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MANE","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MANE","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MANE","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MANIFESTATIONS","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MARRVEL","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MARRVEL","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MARRVEL","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MARRVEL","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MARRVEL","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MARS2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MARS2","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MAST3","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MAST3","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MDD","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MDD","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MDD","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MDD1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MDD1","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MDD1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MDD2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MDD2","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MDD2","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MDH1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MDH1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MDH2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MDH2","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MECR","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MECR","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MEMBER","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MEMBER","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MEMBER","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MENSTRUAL","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"METHYLACYL","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGI","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGI","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGI","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGI","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGI","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGME1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR1","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR1","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR1","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR10","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR10","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR10","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR10","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR10","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR11","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR11","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR11","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR11","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR11","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR12","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR12","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR12","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR12","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR12","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR13","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR13","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR2","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR2","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR2","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR2","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR3","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR3","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR3","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR3","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR3","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR4","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR4","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR4","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR4","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR4","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR5","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR5","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR5","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR5","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR5","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR6","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR6","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR6","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR6","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR6","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR7","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR7","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR7","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR7","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR7","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR8","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR8","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR8","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR8","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR8","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR9","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR9","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR9","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR9","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MGR9","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MICOS13","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MICOS13","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MICROCEPHALY","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MICROCEPHALY","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MIEF2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MIEF2","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MIGRAINE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MIGRAINE","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MIGRAINE","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MIGRAINE","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MIGRAINE","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MILS","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MIM","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MIM","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MIM","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MIM","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MIM","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MIPEP","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MIPEP","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MITOCHONDRIAL","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MITOMAP","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MME","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MME","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MME","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MMRRC","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MMRRC","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MMRRC","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MMRRC","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MMRRC","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MNGIE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MONDO","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MONDO","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MONDO","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MONDO","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MONDO","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MONOCARBOXYLIC","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MONOSODIUM","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MOYAMOYA","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MPH","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MPH","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MPH","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MPH","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MPH","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MPV17","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MRM2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MRPL12","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MRPL12","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MRPL3","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MRPL3","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MRPL39","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MRPL39","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MRPL44","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MRPL44","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MRPL49","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MRPL49","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MRPS14","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MRPS14","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MRPS16","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MRPS16","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MRPS2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MRPS2","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MRPS22","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MRPS22","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MRPS23","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MRPS23","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MRPS25","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MRPS25","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MRPS28","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MRPS28","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MRPS34","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MRPS34","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MRPS7","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MRPS7","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MTATP6","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MTDPS20","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MTDPS7","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MTFMT","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MTFMT","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MTHFR","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MTHFR","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MTND5","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MTO1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MTO1","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MTRFR","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MTRFR","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MTTL1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MTTQ","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MTTV","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MYMY1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MYMY3","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MYMY4","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MYMY7","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MYORG","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MYORG","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NAA60","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NAA60","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NAD","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NALD","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NAPB","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NAPB","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NARS2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NARS2","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NCBI","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NCBI","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NCBI","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NCBI","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NCBI","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ND5","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NECAP1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NECAP1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NECROSIS","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NECROSIS","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NERVE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NEUROD2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NEUROD2","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NEUROMUSCULAR","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NEUROPATHY","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NFKB","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NFKB1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NFS1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NFS1","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NHLBI","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NHLBI","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NHLBI","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NHLBI","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NHLBI","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NIT1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NIT1","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NITRIC","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NONKINESIGENIC","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NOP56","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NOP56","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NOP56","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NOS2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NOS3","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NOTCH","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NOTCH","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NOTCH3","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NOTCH3","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NOTCH3","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NOTCH3","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NOTE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NOTE","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NOTE","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NOTE","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NOTE","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NPTX1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NPTX1","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NPTX1","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NSDHL","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NSF","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NSF","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NSUN3","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NSUN3","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NTRK2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NTRK2","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NUCLEAR","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NUP54","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"NUP54","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"OCULAR","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"OCULAR","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ODOR","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"OMIA","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"OMIA","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"OMIA","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"OMIA","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"OMIA","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ONSET","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ONSET","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"OPA1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"OPTIC","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ORG","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ORG","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ORG","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ORG","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ORG","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ORPHA","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ORPHA","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ORPHA","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ORPHA","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ORPHA","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"OXIDATIVE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"OXIDATIVE","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"OXIDE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"OXIDOREDUCTASE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PACS2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PACS2","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PAROXYSMAL","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PARS2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PARS2","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PARTIAL","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PCDH19","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PCDH19","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PDGFB","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PDGFB","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PDGFRB","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PDGFRB","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PDYN","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PDYN","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PDYN","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PEPTIDE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PEPTIDE","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PEPTIDE","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PEPTIDE","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PER2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PER3","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PERIODIC","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PEROXISOME","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PEX1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PEX10","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
