Gene,Database_Count,Databases,Confidence_Level
MT-TR,1,clinvar,Low
TSHZ1,1,clinvar,Low
MIR181C,1,clinvar,Low
LOC129391066,1,clinvar,Low
NFATC1,1,clinvar,Low
PPP4C,1,clinvar,Low
TRIM54,1,clinvar,Low
FRMD7,1,clinvar,Low
SLC25A42,1,clinvar,Low
LOC108663985,1,clinvar,Low
SDHD,1,clinvar,Low
CDHR4,1,clinvar,Low
CAMKV,1,clinvar,Low
GADD45GIP1,1,clinvar,Low
TXNL4A,1,clinvar,Low
MRI1,1,clinvar,Low
TMEM219,1,clinvar,Low
LINC01879,1,clinvar,Low
KCNC1,1,clinvar,Low
NICN1,1,clinvar,Low
MIR24-2,1,clinvar,Low
ANKRD11,1,clinvar,Low
COL6A2,1,clinvar,Low
TRAIP,1,clinvar,Low
MON1A,1,clinvar,Low
LOC129388896,1,clinvar,Low
ATRX,1,clinvar,Low
ST6GAL2,1,clinvar,Low
LOC126862864,1,clinvar,Low
ZNF490,1,clinvar,Low
SOCS6,1,clinvar,Low
AMIGO3,1,clinvar,Low
ASXL3,1,clinvar,Low
LOC126860792,1,clinvar,Low
DCAF15,1,clinvar,Low
USP4,1,clinvar,Low
BPGM,1,clinvar,Low
GET3,1,clinvar,Low
MT-TG,1,clinvar,Low
P4HTM,1,clinvar,Low
MTND3,1,clinvar,Low
SLC25A20,1,clinvar,Low
LOC130003141,1,clinvar,Low
CREB3L3,1,clinvar,Low
MIR23A,1,clinvar,Low
CCDC71,1,clinvar,Low
ADNP2,1,clinvar,Low
QPRT,1,clinvar,Low
TREK1,1,uniprot,Low
ACADVL,1,clinvar,Low
matrix metalloproteinase 7,1,pubmed,Low
EIF2B5,1,clinvar,Low
MBNL3,1,clinvar,Low
SEZ6L2,1,clinvar,Low
QRICH1,1,clinvar,Low
UBA7,1,clinvar,Low
ALDOA,1,clinvar,Low
LOC129934517,1,clinvar,Low
SLC66A2,1,clinvar,Low
LOC126859827,1,clinvar,Low
LOC126806299,1,clinvar,Low
EMD,1,clinvar,Low
LOC130003142,1,clinvar,Low
RBFA,1,clinvar,Low
ZNF791,1,clinvar,Low
KRT12,1,clinvar,Low
BRIX1,1,clinvar,Low
TFDP3,1,clinvar,Low
LOC126862866,1,clinvar,Low
SPN,1,clinvar,Low
USP19,1,clinvar,Low
MT-TN,1,clinvar,Low
AKAP2,1,clinvar,Low
FBXO15,1,clinvar,Low
IVD,1,clinvar,Low
MIR6795,1,clinvar,Low
BRME1,1,clinvar,Low
COL7A1,1,clinvar,Low
NCKIPSD,1,clinvar,Low
ADGRL1-AS1,1,clinvar,Low
SLC25A46,1,clinvar,Low
CIMIP7,1,clinvar,Low
UCN2,1,clinvar,Low
LOC129934518,1,clinvar,Low
MTND1,1,clinvar,Low
MT-TY,1,clinvar,Low
KCNG2,1,clinvar,Low
LOC126862865,1,clinvar,Low
LOC130063717,1,clinvar,Low
HUWE1,1,clinvar,Low
DNASE2,1,clinvar,Low
IP6K2,1,clinvar,Low
LOC130058790,1,clinvar,Low
KCTD13,1,clinvar,Low
MVP-DT,1,clinvar,Low
RAD23A,1,clinvar,Low
MVP,1,clinvar,Low
TRIR,1,clinvar,Low
MAZ,1,clinvar,Low
UQCRC1,1,clinvar,Low
RGPD3,1,clinvar,Low
TNFRSF13B,1,clinvar,Low
HS6ST2,1,clinvar,Low
CD226,1,clinvar,Low
CBLN2,1,clinvar,Low
CMAR,1,clinvar,Low
RBM5,1,clinvar,Low
CNDP1,1,clinvar,Low
STK26,1,clinvar,Low
SEMA3F,1,clinvar,Low
SLC45A2,1,clinvar,Low
RNASEH2A,1,clinvar,Low
PKD1,1,clinvar,Low
HIRIP3,1,clinvar,Low
ARSA,1,clinvar,Low
WDR83,1,clinvar,Low
TCTA,1,clinvar,Low
RAI14,1,clinvar,Low
LOC126861856,1,clinvar,Low
GNAI2,1,clinvar,Low
LOC130063716,1,clinvar,Low
ZG16,1,clinvar,Low
RAP2C,1,clinvar,Low
TLCD3B,1,clinvar,Low
NAA80,1,clinvar,Low
TAOK2,1,clinvar,Low
LINC01789,1,clinvar,Low
PMPCA,1,clinvar,Low
RAD1,1,clinvar,Low
SALL3,1,clinvar,Low
MST1R,1,clinvar,Low
LOC126805704,1,clinvar,Low
RHOA,1,clinvar,Low
SCN1A-AS1,1,clinvar,Low
HPS6,1,clinvar,Low
AFF2,1,clinvar,Low
GNAT1,1,clinvar,Low
CORO1A,1,clinvar,Low
AMT,1,clinvar,Low
DIPK1C,1,clinvar,Low
CCDST,1,clinvar,Low
LOC110806262,1,clinvar,Low
PODNL1,1,clinvar,Low
LSMEM2,1,clinvar,Low
LOC126806300,1,clinvar,Low
KMT2A,1,clinvar,Low
BRWD3,1,clinvar,Low
ARHGAP36,1,clinvar,Low
KAT6B,1,clinvar,Low
KLF1,1,clinvar,Low
BEST2,1,clinvar,Low
TTC23L,1,clinvar,Low
TMEM89,1,clinvar,Low
CNDP2,1,clinvar,Low
ZSWIM4,1,clinvar,Low
JUNB,1,clinvar,Low
RFX1,1,clinvar,Low
DAND5,1,clinvar,Low
LOC130063715,1,clinvar,Low
MDC1-AS1,1,gwasrapidd,Low
NPM1P38,1,gwasrapidd,Low
LOC100506281,1,gwasrapidd,Low
THAP12P2,1,gwasrapidd,Low
FSTL4,1,gwasrapidd,Low
RPS29P4,1,gwasrapidd,Low
RNA5SP327,1,gwasrapidd,Low
TMEM233,1,gwasrapidd,Low
PHLPP1,1,gwasrapidd,Low
LOC127814297,1,gwasrapidd,Low
TMEM262,1,gwasrapidd,Low
SLC35D1,1,gwasrapidd,Low
LINC03047,1,gwasrapidd,Low
RAB24,1,gwasrapidd,Low
PEAK1,1,gwasrapidd,Low
TRMT2A,1,gwasrapidd,Low
KIAA2012,1,gwasrapidd,Low
LOC105374421,1,gwasrapidd,Low
LOC107984275,1,gwasrapidd,Low
CDK2,1,gwasrapidd,Low
CYB5AP3,1,gwasrapidd,Low
LOC390332,1,gwasrapidd,Low
RN7SKP163,1,gwasrapidd,Low
RCCD1-AS1,1,gwasrapidd,Low
LOC124909392,1,gwasrapidd,Low
SMARCC2,1,gwasrapidd,Low
LOC105377034,1,gwasrapidd,Low
LINC02780,1,gwasrapidd,Low
MIR6165,1,gwasrapidd,Low
RNU6-446P,1,gwasrapidd,Low
LOC105378888,1,gwasrapidd,Low
DDR1,1,gwasrapidd,Low
DAZAP2P1,1,gwasrapidd,Low
PDIA2,1,gwasrapidd,Low
RANBP17,1,gwasrapidd,Low
RNY4P37,1,gwasrapidd,Low
HEY2-AS1,1,gwasrapidd,Low
EN2,1,gwasrapidd,Low
BORCS7-ASMT,1,gwasrapidd,Low
SLC10A7,1,gwasrapidd,Low
INKA2-AS1,1,gwasrapidd,Low
MIR640,1,gwasrapidd,Low
LOC107984265,1,gwasrapidd,Low
LOC107985953,1,gwasrapidd,Low
LOC105373700,1,gwasrapidd,Low
KLF9-DT,1,gwasrapidd,Low
LOC124902473,1,gwasrapidd,Low
SCAND3P1,1,gwasrapidd,Low
MRPL37,1,gwasrapidd,Low
LOC105371793,1,gwasrapidd,Low
LOC101927180,1,gwasrapidd,Low
AICDA,1,gwasrapidd,Low
LOC105376204,1,gwasrapidd,Low
MIR4272,1,gwasrapidd,Low
LOC124904262,1,gwasrapidd,Low
OBI1-AS1,1,gwasrapidd,Low
LOC124903570,1,gwasrapidd,Low
LINC00595,1,gwasrapidd,Low
EFCAB9,1,gwasrapidd,Low
MDC1,1,gwasrapidd,Low
LOC124902427,1,gwasrapidd,Low
VEZT,1,gwasrapidd,Low
LOC124902662,1,gwasrapidd,Low
PHAF1,1,gwasrapidd,Low
SASH1,1,gwasrapidd,Low
C11orf98P2,1,gwasrapidd,Low
PAXBP1P1,1,gwasrapidd,Low
CDC5L,1,gwasrapidd,Low
LOC107985561,1,gwasrapidd,Low
RNU6-1246P,1,gwasrapidd,Low
PDZRN4-AS1,1,gwasrapidd,Low
LOC112268234,1,gwasrapidd,Low
LINC00396,1,gwasrapidd,Low
LOC107985963,1,gwasrapidd,Low
LOC124903967,1,gwasrapidd,Low
LOC124901733,1,gwasrapidd,Low
LOC124903624,1,gwasrapidd,Low
FKBP1AP3,1,gwasrapidd,Low
LINC02409,1,gwasrapidd,Low
RNU6-1017P,1,gwasrapidd,Low
HAUS1,1,gwasrapidd,Low
IER2-AS1,1,gwasrapidd,Low
SMG6-AS1,1,gwasrapidd,Low
RPS4XP18,1,gwasrapidd,Low
LOC101927864,1,gwasrapidd,Low
HAGLROS,1,gwasrapidd,Low
FAT1P1,1,gwasrapidd,Low
LOC101929609,1,gwasrapidd,Low
LOC107984690,1,gwasrapidd,Low
HLA-F-AS1,1,gwasrapidd,Low
RNU6-1198P,1,gwasrapidd,Low
LOC105372957,1,gwasrapidd,Low
HARBI1,1,gwasrapidd,Low
ADI1P3,1,gwasrapidd,Low
ATP2B1-AS1,1,gwasrapidd,Low
LOC124903272,1,gwasrapidd,Low
MIR4285,1,gwasrapidd,Low
LOC105372143,1,gwasrapidd,Low
RMRP,1,gwasrapidd,Low
LOC101928417,1,gwasrapidd,Low
ENSA,1,gwasrapidd,Low
RPL13AP,1,gwasrapidd,Low
KLF10,1,gwasrapidd,Low
LOC107986482,1,gwasrapidd,Low
UGT1A4,1,gwasrapidd,Low
RGS11,1,gwasrapidd,Low
MIR3160-1,1,gwasrapidd,Low
LOC124902827,1,gwasrapidd,Low
RNU6-608P,1,gwasrapidd,Low
LOC105379109,1,gwasrapidd,Low
HBAP1,1,gwasrapidd,Low
HBZ,1,gwasrapidd,Low
LOC124901889,1,gwasrapidd,Low
LOC340512,1,gwasrapidd,Low
RPL12P40,1,gwasrapidd,Low
LOC105376158,1,gwasrapidd,Low
POLR3GP2,1,gwasrapidd,Low
CRYBA1,1,gwasrapidd,Low
LOC124900846,1,gwasrapidd,Low
RNU6-601P,1,gwasrapidd,Low
RPS26P38,1,gwasrapidd,Low
LOC124903701,1,gwasrapidd,Low
NT5DC2,1,gwasrapidd,Low
LOC105377668,1,gwasrapidd,Low
ULK1,1,gwasrapidd,Low
LOC101927790,1,gwasrapidd,Low
HNRNPA1P2,1,gwasrapidd,Low
RPL23AP65,1,gwasrapidd,Low
LOC124902405,1,gwasrapidd,Low
LOC105370088,1,gwasrapidd,Low
LINC02641,1,gwasrapidd,Low
SNRPEP6,1,gwasrapidd,Low
RBM39,1,gwasrapidd,Low
MIR4697,1,gwasrapidd,Low
LOC124906345,1,gwasrapidd,Low
LOC124903305,1,gwasrapidd,Low
LOC105378797,1,gwasrapidd,Low
LOC105377124,1,gwasrapidd,Low
RN7SL492P,1,gwasrapidd,Low
OR2H2,1,gwasrapidd,Low
LOC105379328,1,gwasrapidd,Low
RPL7P14,1,gwasrapidd,Low
RPL7P1,1,gwasrapidd,Low
ESYT1,1,gwasrapidd,Low
LOC107984334,1,gwasrapidd,Low
ZNHIT2,1,gwasrapidd,Low
LOC124900596,1,gwasrapidd,Low
EIF3K,1,gwasrapidd,Low
ARL14EP-DT,1,gwasrapidd,Low
BANF2,1,gwasrapidd,Low
TRAF3IP2-AS1,1,gwasrapidd,Low
RGS17,1,gwasrapidd,Low
LOC101927995,1,gwasrapidd,Low
RNU6-758P,1,gwasrapidd,Low
OR12D3,1,gwasrapidd,Low
LOC124903621,1,gwasrapidd,Low
SUCLG2P4,1,gwasrapidd,Low
MAP4K1-AS1,1,gwasrapidd,Low
ARK2N,1,gwasrapidd,Low
LOC124904043,1,gwasrapidd,Low
LOC107986594,1,gwasrapidd,Low
LINC01979,1,gwasrapidd,Low
EFHD2-AS1,1,gwasrapidd,Low
RPL21P124,1,gwasrapidd,Low
LOC105375162,1,gwasrapidd,Low
MPDU1-AS1,1,gwasrapidd,Low
SUB1P3,1,gwasrapidd,Low
LOC124903636,1,gwasrapidd,Low
TMEM102,1,gwasrapidd,Low
LOC124900206,1,gwasrapidd,Low
ATP5PDP3,1,gwasrapidd,Low
RPL22P17,1,gwasrapidd,Low
MIR122HG,1,gwasrapidd,Low
LOC105371116,1,gwasrapidd,Low
KRT8P15,1,gwasrapidd,Low
LOC124902361,1,gwasrapidd,Low
LOC100421028,1,gwasrapidd,Low
LOC105370573,1,gwasrapidd,Low
MIR1296,1,gwasrapidd,Low
RN7SL783P,1,gwasrapidd,Low
KATNBL1P4,1,gwasrapidd,Low
GLIS2,1,gwasrapidd,Low
LINC01412,1,gwasrapidd,Low
LOC124906152,1,gwasrapidd,Low
SNORA67,1,gwasrapidd,Low
RNU6-155P,1,gwasrapidd,Low
TPSG1,1,gwasrapidd,Low
RNU6-908P,1,gwasrapidd,Low
RNA5SP292,1,gwasrapidd,Low
MYO1A,1,gwasrapidd,Low
PDK1P1,1,gwasrapidd,Low
ABHD16B,1,gwasrapidd,Low
TRAPPC2P2,1,gwasrapidd,Low
LOC124902320,1,gwasrapidd,Low
KIAA0586,1,gwasrapidd,Low
LOC105369212,1,gwasrapidd,Low
FAM136DP,1,gwasrapidd,Low
RSU1,1,gwasrapidd,Low
MIR4257,1,gwasrapidd,Low
LOC124902692,1,gwasrapidd,Low
LOC107986042,1,gwasrapidd,Low
ZNF474,1,gwasrapidd,Low
MSL3B,1,gwasrapidd,Low
VPS33B-DT,1,gwasrapidd,Low
MIR941-3,1,gwasrapidd,Low
TRK-CTT6-1,1,gwasrapidd,Low
LOC105378298,1,gwasrapidd,Low
YAP1-DT,1,gwasrapidd,Low
LOC107986933,1,gwasrapidd,Low
RNU6-331P,1,gwasrapidd,Low
LOC124902877,1,gwasrapidd,Low
LMCD1-AS1,1,gwasrapidd,Low
EN2-DT,1,gwasrapidd,Low
UBDP1,1,gwasrapidd,Low
TTLL5,1,gwasrapidd,Low
OR7E41P,1,gwasrapidd,Low
LOC105370011,1,gwasrapidd,Low
HOXD9,1,gwasrapidd,Low
LOC105376733,1,gwasrapidd,Low
RN7SL357P,1,gwasrapidd,Low
RAET1E-AS1,1,gwasrapidd,Low
ITGB1-DT,1,gwasrapidd,Low
WAPL-DT,1,gwasrapidd,Low
OR2H1,1,gwasrapidd,Low
RNU1-140P,1,gwasrapidd,Low
LOC105373153,1,gwasrapidd,Low
LOC105376686,1,gwasrapidd,Low
RPL7AP51,1,gwasrapidd,Low
ABCF2P1,1,gwasrapidd,Low
ZBTB46-AS2,1,gwasrapidd,Low
DOCK5,1,gwasrapidd,Low
OR4B2P,1,gwasrapidd,Low
A2ML1-AS1,1,gwasrapidd,Low
RNU4-35P,1,gwasrapidd,Low
LOC105370421,1,gwasrapidd,Low
ERICH4,1,gwasrapidd,Low
OBP2B,1,gwasrapidd,Low
DPH2,1,gwasrapidd,Low
RNA5SP265,1,gwasrapidd,Low
HOXD3,1,gwasrapidd,Low
SLC4A10,1,gwasrapidd,Low
RNU4-39P,1,gwasrapidd,Low
CAPN12,1,gwasrapidd,Low
SNORD10,1,gwasrapidd,Low
C2-AS1,1,gwasrapidd,Low
IRAIN,1,gwasrapidd,Low
LOC124904072,1,gwasrapidd,Low
LINC02205,1,gwasrapidd,Low
LOC100420339,1,gwasrapidd,Low
UGT1A1,1,gwasrapidd,Low
LOC101927558,1,gwasrapidd,Low
SNHG32,1,gwasrapidd,Low
LINC03082,1,gwasrapidd,Low
PAOX,1,gwasrapidd,Low
RNA5SP299,1,gwasrapidd,Low
ZDHHC20P1,1,gwasrapidd,Low
LOC105375247,1,gwasrapidd,Low
SH3BP2,1,gwasrapidd,Low
LOC124902879,1,gwasrapidd,Low
PRDM16-DT,1,gwasrapidd,Low
LOC107986750,1,gwasrapidd,Low
RNU6-151P,1,gwasrapidd,Low
IQGAP3,1,gwasrapidd,Low
TBC1D16,1,gwasrapidd,Low
JCAD,1,gwasrapidd,Low
LOC124901862,1,gwasrapidd,Low
RBM14,1,gwasrapidd,Low
RN7SL615P,1,gwasrapidd,Low
ASTN2-AS1,1,gwasrapidd,Low
ARHGDIG,1,gwasrapidd,Low
SARAF,1,gwasrapidd,Low
LOC105372105,1,gwasrapidd,Low
LOC105376005,1,gwasrapidd,Low
KAZN,1,gwasrapidd,Low
LOC124901151,1,gwasrapidd,Low
LOC124900476,1,gwasrapidd,Low
LOC101927712,1,gwasrapidd,Low
PRPF3,1,gwasrapidd,Low
LOC124902336,1,gwasrapidd,Low
LOC101927245,1,gwasrapidd,Low
LOC124904289,1,gwasrapidd,Low
EVX2,1,gwasrapidd,Low
MCUR1P1,1,gwasrapidd,Low
LMAN2,1,gwasrapidd,Low
TMEM8B,1,gwasrapidd,Low
OTUD6B-AS1,1,gwasrapidd,Low
CTRB1,1,gwasrapidd,Low
LOC124901122,1,gwasrapidd,Low
BATF2,1,gwasrapidd,Low
DNAJB12,1,gwasrapidd,Low
LINC02993,1,gwasrapidd,Low
CUBN,1,gwasrapidd,Low
FMNL1-DT,1,gwasrapidd,Low
RPL5P26,1,gwasrapidd,Low
LOC124900743,1,gwasrapidd,Low
NSD1,1,gwasrapidd,Low
LOC124902364,1,gwasrapidd,Low
LOC105369782,1,gwasrapidd,Low
BANF1P4,1,gwasrapidd,Low
LOC124909358,1,gwasrapidd,Low
TMEM256-PLSCR3,1,gwasrapidd,Low
LOC107985147,1,gwasrapidd,Low
LOC105371800,1,gwasrapidd,Low
LOC105378208,1,gwasrapidd,Low
LOC105377399,1,gwasrapidd,Low
LOC124904261,1,gwasrapidd,Low
LRRC18,1,gwasrapidd,Low
LINC01036,1,gwasrapidd,Low
MIR1257,1,gwasrapidd,Low
LOC124902572,1,gwasrapidd,Low
NPM1P6,1,gwasrapidd,Low
ADI1P2,1,gwasrapidd,Low
LRP4-AS1,1,gwasrapidd,Low
LOC124904416,1,gwasrapidd,Low
HPS1-AS1,1,gwasrapidd,Low
NOVA1-DT,1,gwasrapidd,Low
LOC105378433,1,gwasrapidd,Low
NR3C1P1,1,gwasrapidd,Low
SNORD91B,1,gwasrapidd,Low
WNT3,1,gwasrapidd,Low
RN7SL614P,1,gwasrapidd,Low
MIR4642,1,gwasrapidd,Low
RNU6-856P,1,gwasrapidd,Low
LINC02731,1,gwasrapidd,Low
LINC02644,1,gwasrapidd,Low
MIR6500,1,gwasrapidd,Low
LOC124904721,1,gwasrapidd,Low
RHBG,1,gwasrapidd,Low
UQCC5,1,gwasrapidd,Low
LOC105378236,1,gwasrapidd,Low
KIAA2012-AS1,1,gwasrapidd,Low
LOC105376400,1,gwasrapidd,Low
PPIAP45,1,gwasrapidd,Low
LINC01754,1,gwasrapidd,Low
ST7-OT3,1,gwasrapidd,Low
DBF4P3,1,gwasrapidd,Low
Metazoa_SRP,1,gwasrapidd,Low
PTER,1,gwasrapidd,Low
TPSP1,1,gwasrapidd,Low
OR7E26P,1,gwasrapidd,Low
EEF1DP7,1,gwasrapidd,Low
LOC124904167,1,gwasrapidd,Low
LOC124904359,1,gwasrapidd,Low
LINC00342,1,gwasrapidd,Low
LOC105375684,1,gwasrapidd,Low
DNAAF19,1,gwasrapidd,Low
LOC441087,1,gwasrapidd,Low
FHOD1,1,gwasrapidd,Low
LINC02086,1,gwasrapidd,Low
LOC105376476,1,gwasrapidd,Low
LOC107985978,1,gwasrapidd,Low
FARP1,1,gwasrapidd,Low
ECHS1,1,gwasrapidd,Low
LOC124902725,1,gwasrapidd,Low
LOC105376235,1,gwasrapidd,Low
RANBP1,1,gwasrapidd,Low
LOC124903896,1,gwasrapidd,Low
LOC124903823,1,gwasrapidd,Low
LOC100422204,1,gwasrapidd,Low
DHX16,1,gwasrapidd,Low
LOC124909391,1,gwasrapidd,Low
SPATA16,1,gwasrapidd,Low
ARMC2-AS1,1,gwasrapidd,Low
CCDC137P1,1,gwasrapidd,Low
NEDD4L,1,gwasrapidd,Low
LINC03016,1,gwasrapidd,Low
MMP24-AS1-EDEM2,1,gwasrapidd,Low
SFSWAP,1,gwasrapidd,Low
MEIG1,1,gwasrapidd,Low
RNU6-573P,1,gwasrapidd,Low
FCF1P5,1,gwasrapidd,Low
LOC100240714,1,gwasrapidd,Low
LOC107984963,1,gwasrapidd,Low
LOC100506403,1,gwasrapidd,Low
LRIG3,1,gwasrapidd,Low
RNU6-745P,1,gwasrapidd,Low
RPL21P66,1,gwasrapidd,Low
MYL6,1,gwasrapidd,Low
NGRNP2,1,gwasrapidd,Low
CNPY1,1,gwasrapidd,Low
LINC02782,1,gwasrapidd,Low
RIMKLB,1,gwasrapidd,Low
MFFP1,1,gwasrapidd,Low
ATP5MC2,1,gwasrapidd,Low
LINC01931,1,gwasrapidd,Low
LOC124901138,1,gwasrapidd,Low
CYP21A1P,1,gwasrapidd,Low
DDX6P1,1,gwasrapidd,Low
SVIL,1,gwasrapidd,Low
RPS10-NUDT3,1,gwasrapidd,Low
BANCR,1,gwasrapidd,Low
TYMSP1,1,gwasrapidd,Low
CYP2C58P,1,gwasrapidd,Low
EFTUD2,1,gwasrapidd,Low
IRAG1-AS1,1,gwasrapidd,Low
DDIT4-AS1,1,gwasrapidd,Low
LOC105378800,1,gwasrapidd,Low
CYP1A1,1,pubmed,Low
SFSWAP-AS1,1,gwasrapidd,Low
HNRNPA3P8,1,gwasrapidd,Low
CCT3,1,gwasrapidd,Low
RNU6-958P,1,gwasrapidd,Low
RPEL1,1,gwasrapidd,Low
LOC124909342,1,gwasrapidd,Low
EGFL8,1,gwasrapidd,Low
ANKRD18EP,1,gwasrapidd,Low
POLD2P1,1,gwasrapidd,Low
C10orf88B,1,gwasrapidd,Low
LOC124902823,1,gwasrapidd,Low
MIR4714,1,gwasrapidd,Low
PARP12,1,gwasrapidd,Low
LOC124901584,1,gwasrapidd,Low
RNU4-41P,1,gwasrapidd,Low
LOC105371485,1,gwasrapidd,Low
LOC653503,1,gwasrapidd,Low
LOC105370328,1,gwasrapidd,Low
FGD6,1,gwasrapidd,Low
ASAP1,1,gwasrapidd,Low
NIHCOLE,1,gwasrapidd,Low
LOC101928008,1,gwasrapidd,Low
LINC00310,1,gwasrapidd,Low
RNU6-896P,1,gwasrapidd,Low
COL13A1,1,gwasrapidd,Low
IATPR,1,gwasrapidd,Low
ADAMTSL4-AS1,1,gwasrapidd,Low
ZNRD2-DT,1,gwasrapidd,Low
TATDN1P1,1,gwasrapidd,Low
MTND2P9,1,gwasrapidd,Low
LINC01828,1,gwasrapidd,Low
CSTF2T,1,gwasrapidd,Low
MIR12118,1,gwasrapidd,Low
LOC124902942,1,gwasrapidd,Low
UQCR10,1,gwasrapidd,Low
HNRNPUL1,1,gwasrapidd,Low
SLC25A51P1,1,gwasrapidd,Low
CDC42P5,1,gwasrapidd,Low
AKAP10,1,gwasrapidd,Low
YWHAQP3,1,gwasrapidd,Low
ARL2-SNX15,1,gwasrapidd,Low
TAAR4P,1,gwasrapidd,Low
LOC124903623,1,gwasrapidd,Low
RNU7-60P,1,gwasrapidd,Low
LINC01991,1,gwasrapidd,Low
MIR6783,1,gwasrapidd,Low
LOC107987042,1,gwasrapidd,Low
GPR101,1,hpo,Low
COPB1,1,hpo,Low
MLX,1,hpo,Low
STAT4,1,hpo,Low
POLD1,1,hpo,Low
CLTRN,1,hpo,Low
LOC100131496,1,gwasrapidd,Low
PSMA3-AS1,1,gwasrapidd,Low
LOC124904019,1,gwasrapidd,Low
LOC107986764,1,gwasrapidd,Low
ACADSB,1,gwasrapidd,Low
ZNF511-PRAP1,1,gwasrapidd,Low
LOC101927661,1,gwasrapidd,Low
LYZL1,1,gwasrapidd,Low
LOC124903733,1,gwasrapidd,Low
STK19,1,gwasrapidd,Low
ENGASE,1,gwasrapidd,Low
LOC260339,1,gwasrapidd,Low
MIR6079,1,gwasrapidd,Low
RPS27AP4,1,gwasrapidd,Low
ZC3H11C,1,gwasrapidd,Low
LOC124901902,1,gwasrapidd,Low
LOC105375921,1,gwasrapidd,Low
LOC100506869,1,gwasrapidd,Low
LOC107984498,1,gwasrapidd,Low
EYA2,1,gwasrapidd,Low
LOC105378651,1,gwasrapidd,Low
MIR7-1,1,gwasrapidd,Low
LOC105376267,1,gwasrapidd,Low
RPL31P6,1,gwasrapidd,Low
LOC107984909,1,gwasrapidd,Low
ERVFRD-3,1,gwasrapidd,Low
CYTOR,1,gwasrapidd,Low
TAAR7P,1,gwasrapidd,Low
LINC01765,1,gwasrapidd,Low
CBX5P1,1,gwasrapidd,Low
LOC105369781,1,gwasrapidd,Low
ZBTB10,1,gwasrapidd,Low
UBTD2,1,gwasrapidd,Low
LINC01517,1,gwasrapidd,Low
LINC00216,1,gwasrapidd,Low
LOC105379154,1,gwasrapidd,Low
C4orf46P1,1,gwasrapidd,Low
LRRC37A14P,1,gwasrapidd,Low
LOC102723704,1,gwasrapidd,Low
LOC100526841,1,gwasrapidd,Low
LINC02570,1,gwasrapidd,Low
ZNRD2,1,gwasrapidd,Low
H2AZ2P1,1,gwasrapidd,Low
LINC01484,1,gwasrapidd,Low
HECTD2-AS1,1,gwasrapidd,Low
EEF1DP6,1,gwasrapidd,Low
LOC124904312,1,gwasrapidd,Low
SLC39A13-AS1,1,gwasrapidd,Low
LOC101928718,1,gwasrapidd,Low
HIGD1AP16,1,gwasrapidd,Low
KRT18P15,1,gwasrapidd,Low
LOC100507346,1,gwasrapidd,Low
UFL1-AS1,1,gwasrapidd,Low
RNU6-808P,1,gwasrapidd,Low
SLC28A3,1,gwasrapidd,Low
RPL7P4,1,gwasrapidd,Low
HNRNPA1P36,1,gwasrapidd,Low
BTBD10P2,1,gwasrapidd,Low
OR4S1,1,gwasrapidd,Low
VARS1,1,gwasrapidd,Low
PACERR,1,gwasrapidd,Low
LOC124903903,1,gwasrapidd,Low
LOC124902444,1,gwasrapidd,Low
LOC105378379,1,gwasrapidd,Low
MIR4307,1,gwasrapidd,Low
KRT8P23,1,gwasrapidd,Low
MTND4P19,1,gwasrapidd,Low
RPS3AP36,1,gwasrapidd,Low
FZD7,1,gwasrapidd,Low
HSD17B6,1,gwasrapidd,Low
SUMO2P1,1,gwasrapidd,Low
LOC105370012,1,gwasrapidd,Low
CFAP46,1,gwasrapidd,Low
ADAM7-AS1,1,gwasrapidd,Low
SMIM11P2,1,gwasrapidd,Low
LOC124901216,1,gwasrapidd,Low
LOC100419830,1,gwasrapidd,Low
LOC107984988,1,gwasrapidd,Low
LINC02778,1,gwasrapidd,Low
PDGFDDN,1,gwasrapidd,Low
RPL35AP30,1,gwasrapidd,Low
LOC124901133,1,gwasrapidd,Low
SV2C-AS2,1,gwasrapidd,Low
DLST,1,gwasrapidd,Low
LOC124901207,1,gwasrapidd,Low
LINC02227,1,gwasrapidd,Low
SPMIP9,1,gwasrapidd,Low
LOC124902545,1,gwasrapidd,Low
CDCP2,1,gwasrapidd,Low
LOC100129534,1,gwasrapidd,Low
DMBT1,1,gwasrapidd,Low
CAMTA1-DT,1,gwasrapidd,Low
EDEM2,1,gwasrapidd,Low
SRGNP1,1,gwasrapidd,Low
OR2I1,1,gwasrapidd,Low
KDSR,1,gwasrapidd,Low
RN7SL12P,1,gwasrapidd,Low
ENO1P3,1,gwasrapidd,Low
KANK1-AS1,1,gwasrapidd,Low
LOC124907854,1,gwasrapidd,Low
WASL-DT,1,gwasrapidd,Low
HMGN2P33,1,gwasrapidd,Low
LOC105376475,1,gwasrapidd,Low
RPS27AP2,1,gwasrapidd,Low
KRT8P51,1,gwasrapidd,Low
PRMT1P1,1,gwasrapidd,Low
LOC101929645,1,gwasrapidd,Low
MIR941-1,1,gwasrapidd,Low
RPL32P36,1,gwasrapidd,Low
TRG-CCC3-1,1,gwasrapidd,Low
LOC107984015,1,gwasrapidd,Low
LOC105379042,1,gwasrapidd,Low
DYNLL1P5,1,gwasrapidd,Low
SEC63P2,1,gwasrapidd,Low
LOC105377908,1,gwasrapidd,Low
DMRT1,1,gwasrapidd,Low
ZNF367,1,gwasrapidd,Low
LCN1P1,1,gwasrapidd,Low
