Gene,Database_Count,Databases,Confidence_Level
PSD4,2,gtex;gtex_prioritized,Medium
DAGLB,2,gtex;gtex_prioritized,Medium
FRYL,2,gwasrapidd;opentargets,Medium
GRIN2D,2,omim;opentargets,Medium
SPTAN1,2,omim;opentargets,Medium
NR3C1,2,gwasrapidd;opentargets,Medium
ATG13,2,gwasrapidd;opentargets,Medium
RIN2,2,gwasrapidd;opentargets,Medium
STUB1,2,omim;opentargets,Medium
NELFCD,2,opentargets;pubmed,Medium
NRAP,2,gwasrapidd;opentargets,Medium
FHM3,2,omim;pubmed,Medium
ADRA2B,2,opentargets;pubmed,Medium
KCNB1,2,omim;opentargets,Medium
DGKZ,2,gwasrapidd;opentargets,Medium
KIF26B,2,gwasrapidd;opentargets,Medium
GRIN2B,2,omim;opentargets,Medium
CELF4,2,gwasrapidd;pubmed,Medium
TRPM3,2,gwasrapidd;opentargets,Medium
PPP1R3C,2,gwasrapidd;opentargets,Medium
NXPH4,2,gwasrapidd;opentargets,Medium
GPHA2,2,gwasrapidd;opentargets,Medium
MGR1,2,omim;pubmed,Medium
REEP3,2,opentargets;pubmed,Medium
NNT,2,opentargets;pubmed,Medium
CPQ,2,gwasrapidd;opentargets,Medium
DMRTA1,2,gwasrapidd;opentargets,Medium
SLC12A2,2,gwasrapidd;opentargets,Medium
LHX2,2,gwasrapidd;opentargets,Medium
CBLN1,2,opentargets;pubmed,Medium
SMIM11,2,gwasrapidd;opentargets,Medium
CETP,2,opentargets;pubmed,Medium
C4B,2,gwasrapidd;opentargets,Medium
RPA2,2,gtex;gtex_prioritized,Medium
SSBP2,2,gwasrapidd;opentargets,Medium
FAAH,2,opentargets;pubmed,Medium
MYO6,2,gwasrapidd;opentargets,Medium
BRI3,2,gwasrapidd;opentargets,Medium
HSF4,2,gwasrapidd;opentargets,Medium
IER2,2,clinvar;gwasrapidd,Medium
DNAJA3,2,gwasrapidd;opentargets,Medium
NOL3,2,gwasrapidd;opentargets,Medium
HTR2C,2,opentargets;pubmed,Medium
PIEZO1,2,opentargets;pubmed,Medium
ROMO1,2,gwasrapidd;opentargets,Medium
GRIA4,2,opentargets;pubmed,Medium
DPH1,2,gwasrapidd;pubmed,Medium
DHPS,2,clinvar;opentargets,Medium
LPIN3,2,gwasrapidd;opentargets,Medium
GLP1R,2,gwasrapidd;opentargets,Medium
HNRNPK,2,gwasrapidd;opentargets,Medium
LRCH1,2,gwasrapidd;opentargets,Medium
CCR2,2,opentargets;pubmed,Medium
SNX15,2,gwasrapidd;opentargets,Medium
ATG7,2,opentargets;pubmed,Medium
AGTR1,2,opentargets;pubmed,Medium
SIRT1,2,opentargets;pubmed,Medium
HDAC9,2,opentargets;pubmed,Medium
STH,2,gwasrapidd;opentargets,Medium
NBEAL1,2,gwasrapidd;opentargets,Medium
CCM2L,2,gwasrapidd;opentargets,Medium
YAP1,2,gwasrapidd;opentargets,Medium
CACNA1D,2,opentargets;pubmed,Medium
CACNA1F,2,opentargets;pubmed,Medium
ESRRG,2,gwasrapidd;opentargets,Medium
CNTNAP1,2,opentargets;pubmed,Medium
RSPH6A,2,opentargets;pubmed,Medium
GJA1,2,gwasrapidd;opentargets,Medium
BIRC3,2,gwasrapidd;opentargets,Medium
TNFSF13B,2,opentargets;pubmed,Medium
EHBP1L1,2,gwasrapidd;opentargets,Medium
RETN,2,opentargets;pubmed,Medium
B9D2,2,gwasrapidd;opentargets,Medium
ANKRD36C,2,gwasrapidd;opentargets,Medium
FAF1,2,gwasrapidd;opentargets,Medium
ZNF462,2,gwasrapidd;opentargets,Medium
CISD2,2,gwasrapidd;opentargets,Medium
TSPAN3,2,gwasrapidd;opentargets,Medium
PFKM,2,gwasrapidd;opentargets,Medium
HTR7,2,opentargets;pubmed,Medium
KIF27,2,gwasrapidd;opentargets,Medium
CD68,2,gwasrapidd;opentargets,Medium
MTDH,2,opentargets;pubmed,Medium
HOXB2,2,gwasrapidd;opentargets,Medium
APOB,2,opentargets;pubmed,Medium
CGGBP1,2,gwasrapidd;opentargets,Medium
ACO2,2,opentargets;pubmed,Medium
CYP1A2,2,opentargets;pubmed,Medium
EDN1,2,opentargets;pubmed,Medium
REV1,2,opentargets;pubmed,Medium
ITIH1,2,opentargets;pubmed,Medium
PCSK9,2,opentargets;pubmed,Medium
MTND5,2,clinvar;omim,Medium
TMEM151A,2,omim;opentargets,Medium
QNG1,2,gwasrapidd;opentargets,Medium
TBC1D17,2,opentargets;pubmed,Medium
SNCAIP,2,gwasrapidd;opentargets,Medium
MINPP1,2,gwasrapidd;opentargets,Medium
GSTA4,2,opentargets;pubmed,Medium
TNFSF12,2,gwasrapidd;opentargets,Medium
GRIA3,2,opentargets;pubmed,Medium
SERPINA6,2,gwasrapidd;pubmed,Medium
TMEM51,2,gwasrapidd;opentargets,Medium
MTHFD1,2,opentargets;pubmed,Medium
CTSF,2,gwasrapidd;opentargets,Medium
GFAP,2,gwasrapidd;opentargets,Medium
ALMS1,2,opentargets;pubmed,Medium
GSTM1,2,opentargets;pubmed,Medium
PON1,2,opentargets;pubmed,Medium
BRPF3,2,opentargets;pubmed,Medium
CAMTA1,2,gwasrapidd;opentargets,Medium
NCF2,2,opentargets;pubmed,Medium
ARID4A,2,gwasrapidd;opentargets,Medium
ATRNL1,2,gwasrapidd;opentargets,Medium
SERPING1,2,opentargets;pubmed,Medium
DOCK4,2,gwasrapidd;opentargets,Medium
PCMT1,2,gwasrapidd;opentargets,Medium
RTN4R,2,gwasrapidd;opentargets,Medium
GABRR1,2,opentargets;pubmed,Medium
GNB3,2,opentargets;pubmed,Medium
RBM4,2,gwasrapidd;opentargets,Medium
ADRA1B,2,gwasrapidd;opentargets,Medium
MADD,2,gwasrapidd;opentargets,Medium
PTPRF,2,gwasrapidd;opentargets,Medium
SCN10A,2,gwasrapidd;opentargets,Medium
LRRC4C,2,opentargets;pubmed,Medium
TAC3,2,gwasrapidd;opentargets,Medium
C1orf87,2,gwasrapidd;opentargets,Medium
CKAP5,2,gwasrapidd;opentargets,Medium
PRKACG,2,gwasrapidd;opentargets,Medium
ACP2,2,gwasrapidd;opentargets,Medium
SPPL2C,2,gwasrapidd;opentargets,Medium
NRP1,2,gwasrapidd;opentargets,Medium
MACF1,2,gwasrapidd;opentargets,Medium
ZMYND8,2,gwasrapidd;opentargets,Medium
SAYSD1,2,gwasrapidd;opentargets,Medium
DDB2,2,gwasrapidd;opentargets,Medium
HP,2,opentargets;pubmed,Medium
DLG2,2,opentargets;pubmed,Medium
ECM1,2,gwasrapidd;opentargets,Medium
TSPYL5,2,gwasrapidd;opentargets,Medium
HSPA1A,2,gwasrapidd;opentargets,Medium
TOMM20L,2,gwasrapidd;opentargets,Medium
SUGP1,2,gwasrapidd;opentargets,Medium
MTRR,2,opentargets;pubmed,Medium
ETV1,2,gwasrapidd;opentargets,Medium
CREB3,2,gwasrapidd;opentargets,Medium
TNXA,2,gwasrapidd;opentargets,Medium
AR,2,opentargets;pubmed,Medium
CACNB2,2,opentargets;pubmed,Medium
FADS3,2,gwasrapidd;opentargets,Medium
AGER,2,gwasrapidd;opentargets,Medium
CFTR,2,gwasrapidd;opentargets,Medium
ASXL1,2,gwasrapidd;pubmed,Medium
DCLRE1C,2,gwasrapidd;opentargets,Medium
TBXAS1,2,gwasrapidd;opentargets,Medium
FHAD1,2,gwasrapidd;opentargets,Medium
KTN1,2,opentargets;pubmed,Medium
BMP8A,2,gwasrapidd;opentargets,Medium
FOS,2,opentargets;pubmed,Medium
RDH16,2,gwasrapidd;pubmed,Medium
NOC3L,2,gwasrapidd;opentargets,Medium
C1QL1,2,gwasrapidd;opentargets,Medium
NFS1,2,gwasrapidd;omim,Medium
LTA,2,opentargets;pubmed,Medium
TBC1D7,2,opentargets;pubmed,Medium
CXCL1,2,opentargets;pubmed,Medium
LY6G5C,2,opentargets;pubmed,Medium
LRRK2,2,opentargets;pubmed,Medium
ZCCHC2,2,gwasrapidd;opentargets,Medium
GNAI1,2,opentargets;uniprot,Medium
ADAMTS9,2,gwasrapidd;opentargets,Medium
HCK,2,gwasrapidd;opentargets,Medium
SUGCT,2,gwasrapidd;opentargets,Medium
MTF1,2,gwasrapidd;opentargets,Medium
MMP16,2,opentargets;pubmed,Medium
CYP2D6,2,opentargets;pubmed,Medium
RAB3IL1,2,gwasrapidd;opentargets,Medium
CHADL,2,gwasrapidd;opentargets,Medium
ADARB1,2,opentargets;pubmed,Medium
CYP21A2,2,gwasrapidd;opentargets,Medium
CFB,2,gwasrapidd;opentargets,Medium
REST,2,gwasrapidd;opentargets,Medium
GPD1L,2,gwasrapidd;opentargets,Medium
LEPR,2,gwasrapidd;opentargets,Medium
CSK,2,opentargets;pubmed,Medium
FSHB,2,gwasrapidd;opentargets,Medium
GPATCH2,2,gwasrapidd;opentargets,Medium
UPP2,2,opentargets;pubmed,Medium
KCNK7,2,gwasrapidd;opentargets,Medium
FGFRL1,2,opentargets;pubmed,Medium
HGF,2,opentargets;pubmed,Medium
CCDC134,2,opentargets;pubmed,Medium
CXCL11,2,opentargets;pubmed,Medium
NPFF,2,gwasrapidd;opentargets,Medium
TNFSF13,2,gwasrapidd;opentargets,Medium
GABRD,2,omim;opentargets,Medium
SNX2,2,gwasrapidd;opentargets,Medium
CCL22,2,opentargets;pubmed,Medium
ZEB2,2,gwasrapidd;opentargets,Medium
COMT,2,opentargets;pubmed,Medium
SKOR2,2,gwasrapidd;opentargets,Medium
HTR2B,2,opentargets;pubmed,Medium
ZBTB4,2,gwasrapidd;opentargets,Medium
ATF5,2,opentargets;pubmed,Medium
BCL2,2,gwasrapidd;opentargets,Medium
PLEKHH2,2,gwasrapidd;opentargets,Medium
CD6,2,opentargets;pubmed,Medium
CD38,2,opentargets;pubmed,Medium
VTI1A,2,gwasrapidd;opentargets,Medium
CHRM2,2,gwasrapidd;opentargets,Medium
VAT1,2,opentargets;pubmed,Medium
THRA,2,opentargets;pubmed,Medium
HCRTR1,2,opentargets;pubmed,Medium
RELA,2,gwasrapidd;opentargets,Medium
MIR9-1HG,2,gwasrapidd;opentargets,Medium
MECP2,2,opentargets;pubmed,Medium
HLA-DQA1,2,opentargets;pubmed,Medium
ETAA1,2,gwasrapidd;opentargets,Medium
CRP,2,opentargets;pubmed,Medium
DDIT4,2,gwasrapidd;pubmed,Medium
GPATCH2L,2,gwasrapidd;opentargets,Medium
VAMP2,2,opentargets;pubmed,Medium
SSR1,2,gwasrapidd;opentargets,Medium
MAP4K1,2,gwasrapidd;opentargets,Medium
INPP5B,2,gwasrapidd;opentargets,Medium
BEST1,2,gwasrapidd;opentargets,Medium
MT-TW,2,clinvar;hpo,Medium
SCN9A,2,opentargets;pubmed,Medium
CCDC3,2,gwasrapidd;opentargets,Medium
CDIP1,2,gwasrapidd;opentargets,Medium
TRPV1,2,opentargets;pubmed,Medium
CYP26B1,2,opentargets;pubmed,Medium
SENP6,2,gwasrapidd;opentargets,Medium
BRD3,2,opentargets;pubmed,Medium
WWOX,2,omim;opentargets,Medium
CDH4,2,gwasrapidd;opentargets,Medium
HOXD8,2,gwasrapidd;opentargets,Medium
GBP2,2,opentargets;pubmed,Medium
ZCCHC14,2,gwasrapidd;opentargets,Medium
C12orf76,2,opentargets;pubmed,Medium
PEX14,2,gwasrapidd;omim,Medium
CYP3A4,2,opentargets;pubmed,Medium
AJAP1,2,opentargets;pubmed,Medium
CTIF,2,gwasrapidd;opentargets,Medium
MROH2A,2,gwasrapidd;opentargets,Medium
AMBRA1,2,gwasrapidd;opentargets,Medium
SENP1,2,gwasrapidd;opentargets,Medium
SLC39A13,2,gwasrapidd;pubmed,Medium
SHBG,2,opentargets;pubmed,Medium
PLCE1,2,gwasrapidd;opentargets,Medium
SERPINA2,2,gwasrapidd;opentargets,Medium
NRIP1,2,opentargets;pubmed,Medium
PRC1,2,gwasrapidd;opentargets,Medium
DRD5,2,opentargets;pubmed,Medium
GINM1,2,opentargets;pubmed,Medium
RABGAP1L,2,gwasrapidd;opentargets,Medium
UTS2,2,opentargets;pubmed,Medium
ACKR3,2,opentargets;pubmed,Medium
RANGAP1,2,gwasrapidd;opentargets,Medium
GRIA2,2,opentargets;pubmed,Medium
AHR,2,opentargets;pubmed,Medium
ARID3A,2,opentargets;pubmed,Medium
ARMC2,2,gwasrapidd;opentargets,Medium
NEK4,2,opentargets;pubmed,Medium
IL9,2,opentargets;pubmed,Medium
CCDC87,2,gwasrapidd;opentargets,Medium
LEPROTL1,2,gwasrapidd;opentargets,Medium
TEF,2,opentargets;pubmed,Medium
HORMAD2,2,opentargets;pubmed,Medium
DRD3,2,opentargets;pubmed,Medium
IL19,2,gwasrapidd;opentargets,Medium
INSC,2,gwasrapidd;opentargets,Medium
ARTN,2,gwasrapidd;opentargets,Medium
HMGXB3,2,gwasrapidd;opentargets,Medium
C20orf203,2,gwasrapidd;opentargets,Medium
PGR,2,opentargets;pubmed,Medium
KCNK17,2,gwasrapidd;opentargets,Medium
EDNRB,2,opentargets;pubmed,Medium
PER2,2,omim;opentargets,Medium
ASCC2,2,gwasrapidd;opentargets,Medium
MYBPC3,2,gwasrapidd;opentargets,Medium
DRD2,2,opentargets;pubmed,Medium
GABRR3,2,opentargets;pubmed,Medium
OXR1,2,opentargets;pubmed,Medium
GRM1,2,omim;opentargets,Medium
CDC42,2,opentargets;pubmed,Medium
PSMA3,2,gwasrapidd;opentargets,Medium
GNB1,2,opentargets;uniprot,Medium
HAX1,2,opentargets;pubmed,Medium
SLC5A4,2,gwasrapidd;opentargets,Medium
GBA2,2,gwasrapidd;opentargets,Medium
PHB1,2,gwasrapidd;opentargets,Medium
ABHD17C,2,gwasrapidd;opentargets,Medium
HABP2,2,gwasrapidd;opentargets,Medium
WEE1,2,gwasrapidd;opentargets,Medium
JMJD1C,2,gwasrapidd;opentargets,Medium
KCNB2,2,opentargets;pubmed,Medium
DRD1,2,opentargets;pubmed,Medium
PRDM11,2,opentargets;pubmed,Medium
TSBP1,2,gwasrapidd;opentargets,Medium
CARD14,2,gwasrapidd;opentargets,Medium
TCF7L2,2,gwasrapidd;opentargets,Medium
PTPRD,2,gwasrapidd;opentargets,Medium
NOL4L,2,gwasrapidd;opentargets,Medium
CACNA1C,2,opentargets;pubmed,Medium
CASZ1,2,gwasrapidd;opentargets,Medium
DMD,2,gwasrapidd;opentargets,Medium
ADGRL1,2,clinvar;opentargets,Medium
GNRH1,2,gwasrapidd;opentargets,Medium
LYVE1,2,gwasrapidd;opentargets,Medium
MAP2K5,2,gwasrapidd;opentargets,Medium
RMI1,2,gwasrapidd;opentargets,Medium
UBE2L6,2,opentargets;pubmed,Medium
NUP43,2,gwasrapidd;opentargets,Medium
GABRA4,2,gwasrapidd;opentargets,Medium
CUX1,2,gwasrapidd;opentargets,Medium
ARHGEF16,2,gwasrapidd;opentargets,Medium
MBOAT4,2,gwasrapidd;opentargets,Medium
REV3L,2,gwasrapidd;pubmed,Medium
PGF,2,gwasrapidd;opentargets,Medium
TPSAB1,2,gwasrapidd;opentargets,Medium
ARMS2,2,gwasrapidd;opentargets,Medium
RBM20,2,gwasrapidd;pubmed,Medium
KLHDC8B,2,clinvar;pubmed,Medium
KCNK16,2,gwasrapidd;opentargets,Medium
FBN2,2,gwasrapidd;opentargets,Medium
WDR12,2,gwasrapidd;opentargets,Medium
BAZ1B,2,gwasrapidd;opentargets,Medium
ATP1A1,2,opentargets;pubmed,Medium
TM6SF2,2,gwasrapidd;opentargets,Medium
GPR149,2,gwasrapidd;opentargets,Medium
DENND1A,2,gwasrapidd;opentargets,Medium
GABRE,2,opentargets;pubmed,Medium
ADGRF5,2,opentargets;pubmed,Medium
KDM4A,2,gwasrapidd;opentargets,Medium
CCS,2,gwasrapidd;opentargets,Medium
CNNM2,2,gwasrapidd;opentargets,Medium
ZBTB46,2,gwasrapidd;opentargets,Medium
C3orf38,2,gwasrapidd;opentargets,Medium
OCIAD1,2,gwasrapidd;opentargets,Medium
HOXB4,2,gwasrapidd;opentargets,Medium
SIRT5,2,opentargets;pubmed,Medium
ZMIZ1,2,opentargets;pubmed,Medium
CD33,2,opentargets;pubmed,Medium
ETV6,2,gwasrapidd;omim,Medium
NEGR1,2,gwasrapidd;opentargets,Medium
CACNA1I,2,opentargets;pubmed,Medium
CACNA1B,2,gwasrapidd;opentargets,Medium
CDKN2B,2,gwasrapidd;opentargets,Medium
RRBP1,2,gwasrapidd;opentargets,Medium
SKIDA1,2,gwasrapidd;opentargets,Medium
NMT1,2,gwasrapidd;opentargets,Medium
SDR9C7,2,gwasrapidd;pubmed,Medium
MAD1L1,2,gwasrapidd;opentargets,Medium
TTC24,2,gwasrapidd;pubmed,Medium
RUFY2,2,opentargets;pubmed,Medium
TNFRSF10A,2,opentargets;pubmed,Medium
PABPC4,2,gwasrapidd;opentargets,Medium
CTB-171A8.1,2,gtex;gtex_prioritized,Medium
TDGF1,2,gtex;gtex_prioritized,Medium
RP1-60O19.1,2,gtex;gtex_prioritized,Medium
KNSTRN,2,gtex;gtex_prioritized,Medium
KCNH8,2,gwasrapidd;opentargets,Medium
ZNF300P1,2,gtex;gtex_prioritized,Medium
GTF2IP14,2,gtex;gtex_prioritized,Medium
FAM3B,2,gtex;gtex_prioritized,Medium
RBL2,2,gtex;gtex_prioritized,Medium
HTR1B,2,opentargets;pubmed,Medium
PYCR1,2,clinvar;opentargets,Medium
FLVCR1-AS1,2,gtex;gtex_prioritized,Medium
TSPAN10,2,gtex;gtex_prioritized,Medium
RP11-274B21.13,2,gtex;gtex_prioritized,Medium
SPOP,2,clinvar;hpo,Medium
SLC5A11,2,gtex;gtex_prioritized,Medium
IGHV1-2,2,gtex;gtex_prioritized,Medium
NBPF8,2,gtex;gtex_prioritized,Medium
NQO2,2,gtex;gtex_prioritized,Medium
YJU2B,2,clinvar;gwasrapidd,Medium
CTC-459F4.1,2,gtex;gtex_prioritized,Medium
YRDC,2,gwasrapidd;opentargets,Medium
KIR2DS4,2,gtex;gtex_prioritized,Medium
CYP4F32P,2,gtex;gtex_prioritized,Medium
RP11-498P14.5,2,gtex;gtex_prioritized,Medium
TMEM50B,2,gtex;gtex_prioritized,Medium
SMG5,2,gtex;gtex_prioritized,Medium
LINC01060,2,gtex;gtex_prioritized,Medium
PRPF4,2,gtex;gtex_prioritized,Medium
RP11-319F12.2,2,gtex;gtex_prioritized,Medium
RP11-613D13.10,2,gtex;gtex_prioritized,Medium
ATRIP,2,clinvar;gwasrapidd,Medium
NOP14,2,gwasrapidd;opentargets,Medium
IFT43,2,gwasrapidd;opentargets,Medium
PTCH1,2,gwasrapidd;opentargets,Medium
GABRR2,2,opentargets;pubmed,Medium
BEND3P1,2,gtex;gtex_prioritized,Medium
KCNMA1,2,omim;opentargets,Medium
AC091729.9,2,gtex;gtex_prioritized,Medium
TNKS2-AS1,2,gtex;gtex_prioritized,Medium
FAM118A,2,gtex;gtex_prioritized,Medium
FAM166A,2,gtex;gtex_prioritized,Medium
AMN,2,gtex;gtex_prioritized,Medium
TRMT1,2,clinvar;opentargets,Medium
XKR9,2,gtex;gtex_prioritized,Medium
KCNN2,2,omim;opentargets,Medium
RP11-395B7.2,2,gtex;gtex_prioritized,Medium
IL27,2,gtex;gtex_prioritized,Medium
CPNE1,2,gtex;gtex_prioritized,Medium
CHIC2,2,opentargets;pubmed,Medium
DMTN,2,gtex;gtex_prioritized,Medium
SMDT1,2,gtex;gtex_prioritized,Medium
RP5-1021I20.1,2,gtex;gtex_prioritized,Medium
ITGB3BP,2,gtex;gtex_prioritized,Medium
ATXN8OS,2,omim;opentargets,Medium
CTD-2270P14.5,2,gtex;gtex_prioritized,Medium
ANKRD36B,2,gtex;gtex_prioritized,Medium
STXBP1,2,omim;opentargets,Medium
LINC01291,2,gtex;gtex_prioritized,Medium
HOTAIRM1,2,gtex;gtex_prioritized,Medium
SERPINB9P1,2,gtex;gtex_prioritized,Medium
SRR,2,gwasrapidd;pubmed,Medium
MPV17,2,clinvar;omim,Medium
TOP3BP1,2,gtex;gtex_prioritized,Medium
ZNF266,2,gtex;gtex_prioritized,Medium
RP11-298I3.6,2,gtex;gtex_prioritized,Medium
MZT2A,2,gtex;gtex_prioritized,Medium
SYTL4,2,gtex;gtex_prioritized,Medium
RP11-562I5.1,2,gtex;gtex_prioritized,Medium
RHOBTB2,2,omim;opentargets,Medium
ACTR10,2,gwasrapidd;opentargets,Medium
SNX19,2,gtex;gtex_prioritized,Medium
GDPD3,2,clinvar;opentargets,Medium
TOR1A,2,omim;opentargets,Medium
MOSPD2,2,gtex;gtex_prioritized,Medium
TRESK,2,pubmed;uniprot,Medium
MRPS6,2,gwasrapidd;opentargets,Medium
XRRA1,2,gtex;gtex_prioritized,Medium
CAST,2,gtex;gtex_prioritized,Medium
LLPH-AS1,2,gtex;gtex_prioritized,Medium
UAP1L1,2,gtex;gtex_prioritized,Medium
ZNF589,2,gtex;gtex_prioritized,Medium
LGALS2,2,gtex;gtex_prioritized,Medium
TUBB2A,2,gtex;gtex_prioritized,Medium
F2R,2,gtex;gtex_prioritized,Medium
CLEC12A,2,gtex;gtex_prioritized,Medium
AP000350.6,2,gtex;gtex_prioritized,Medium
PRKCSH,2,opentargets;uniprot,Medium
BEX5,2,gtex;gtex_prioritized,Medium
NBPF26,2,gtex;gtex_prioritized,Medium
TNXB,2,clinvar;gwasrapidd,Medium
SPATA20,2,gtex;gtex_prioritized,Medium
TARID,2,gtex;gtex_prioritized,Medium
FAM3A,2,gtex;gtex_prioritized,Medium
HLA-DPB2,2,gtex;gtex_prioritized,Medium
TMEM220,2,gtex;gtex_prioritized,Medium
AP000351.4,2,gtex;gtex_prioritized,Medium
FHM2,2,omim;pubmed,Medium
TYMP,2,omim;opentargets,Medium
PPIE,2,gtex;gtex_prioritized,Medium
C2orf74,2,gtex;gtex_prioritized,Medium
PRKCG,2,omim;opentargets,Medium
GAD1,2,omim;opentargets,Medium
ARHGAP28,2,opentargets;pubmed,Medium
MDGA1,2,gtex;gtex_prioritized,Medium
ADK,2,gtex;gtex_prioritized,Medium
PAGR1,2,clinvar;opentargets,Medium
TAS2R64P,2,gtex;gtex_prioritized,Medium
PSPHP1,2,gtex;gtex_prioritized,Medium
RPH3A,2,gtex;gtex_prioritized,Medium
MAU2,2,gwasrapidd;opentargets,Medium
FAM47E,2,gtex;gtex_prioritized,Medium
GLUT1,2,omim;uniprot,Medium
GABBR2,2,omim;opentargets,Medium
LRRC23,2,gtex;gtex_prioritized,Medium
EMC9,2,gtex;gtex_prioritized,Medium
PER3,2,omim;opentargets,Medium
RP11-43F13.1,2,gtex;gtex_prioritized,Medium
AGAP4,2,gtex;gtex_prioritized,Medium
RP11-19D2.1,2,gtex;gtex_prioritized,Medium
IGLV1-41,2,gtex;gtex_prioritized,Medium
NMU,2,opentargets;pubmed,Medium
PILRA,2,gtex;gtex_prioritized,Medium
BAK1,2,gtex;gtex_prioritized,Medium
APLF,2,opentargets;pubmed,Medium
CEACAMP3,2,gtex;gtex_prioritized,Medium
SNHG17,2,gtex;gtex_prioritized,Medium
SESN1,2,gwasrapidd;opentargets,Medium
AC005336.4,2,gtex;gtex_prioritized,Medium
GLUL,2,omim;opentargets,Medium
RP4-564F22.5,2,gtex;gtex_prioritized,Medium
PALM3,2,gtex;gtex_prioritized,Medium
AP003068.23,2,gtex;gtex_prioritized,Medium
GLT1D1,2,gtex;gtex_prioritized,Medium
GUCY1B2,2,gtex;gtex_prioritized,Medium
MYRF,2,gtex;gtex_prioritized,Medium
XXbac-BPGBPG55C20.1,2,gtex;gtex_prioritized,Medium
PEX11G,2,gtex;gtex_prioritized,Medium
RP1-283E3.4,2,gtex;gtex_prioritized,Medium
AGAP9,2,gtex;gtex_prioritized,Medium
C21orf2,2,gtex;gtex_prioritized,Medium
LINC01606,2,gtex;gtex_prioritized,Medium
NT5C3B,2,gtex;gtex_prioritized,Medium
CCT8,2,gtex;gtex_prioritized,Medium
CEP192,2,gtex;gtex_prioritized,Medium
TAB2,2,clinvar;opentargets,Medium
ARHGEF19,2,gtex;gtex_prioritized,Medium
RP11-475O23.2,2,gtex;gtex_prioritized,Medium
BBS2,2,gtex;gtex_prioritized,Medium
APIP,2,gtex;gtex_prioritized,Medium
PILRB,2,gtex;gtex_prioritized,Medium
SMIM24,2,gtex;gtex_prioritized,Medium
IGHV5-10-1,2,gtex;gtex_prioritized,Medium
PSRC1,2,gtex;gtex_prioritized,Medium
ASAH2,2,gtex;gtex_prioritized,Medium
PPOX,2,clinvar;opentargets,Medium
MILR1,2,gtex;gtex_prioritized,Medium
DPYSL4,2,gtex;gtex_prioritized,Medium
PM20D1,2,gtex;gtex_prioritized,Medium
ROCK1P1,2,gtex;gtex_prioritized,Medium
CDH13,2,gwasrapidd;opentargets,Medium
SETD9,2,gtex;gtex_prioritized,Medium
RGPD8,2,gtex;gtex_prioritized,Medium
MT-ND4L,2,clinvar;opentargets,Medium
SPSB2,2,gtex;gtex_prioritized,Medium
MGRN1,2,gtex;gtex_prioritized,Medium
ZNF641,2,gtex;gtex_prioritized,Medium
PDXDC2P,2,gtex;gtex_prioritized,Medium
ICA1,2,gtex;gtex_prioritized,Medium
CPA5,2,gtex;gtex_prioritized,Medium
CYP2R1,2,gwasrapidd;opentargets,Medium
LRP4,2,gwasrapidd;opentargets,Medium
KRT23,2,gtex;gtex_prioritized,Medium
NUDT8,2,gtex;gtex_prioritized,Medium
MTTL1,2,clinvar;omim,Medium
SV2A,2,omim;opentargets,Medium
RP11-98I9.4,2,gtex;gtex_prioritized,Medium
U2AF1L4,2,gtex;gtex_prioritized,Medium
PRKAB1,2,gwasrapidd;opentargets,Medium
FLNA,2,clinvar;opentargets,Medium
ADGRF5P1,2,gtex;gtex_prioritized,Medium
GTF2IRD2,2,gtex;gtex_prioritized,Medium
LINC01730,2,gtex;gtex_prioritized,Medium
WBSCR27,2,gtex;gtex_prioritized,Medium
MBP,2,clinvar;opentargets,Medium
FAM234A,2,gwasrapidd;opentargets,Medium
PIGP,2,omim;opentargets,Medium
ZNF654,2,gwasrapidd;opentargets,Medium
AF011889.2,2,gtex;gtex_prioritized,Medium
RP4-756H11.3,2,gtex;gtex_prioritized,Medium
DDX11,2,gtex;gtex_prioritized,Medium
AC006960.7,2,gtex;gtex_prioritized,Medium
RPL9,2,gtex;gtex_prioritized,Medium
BTNL3,2,gtex;gtex_prioritized,Medium
LARS,2,gtex;gtex_prioritized,Medium
ZNF436,2,gtex;gtex_prioritized,Medium
PDE3A,2,clinvar;opentargets,Medium
TTR,2,omim;opentargets,Medium
PTK2B,2,gwasrapidd;opentargets,Medium
TRIM52-AS1,2,gtex;gtex_prioritized,Medium
ARL16,2,gtex;gtex_prioritized,Medium
GPR26,2,gwasrapidd;opentargets,Medium
IQGAP1,2,gtex;gtex_prioritized,Medium
SF3A3,2,gwasrapidd;opentargets,Medium
LINC01535,2,gtex;gtex_prioritized,Medium
RP11-22B23.1,2,gtex;gtex_prioritized,Medium
ATE1-AS1,2,gtex;gtex_prioritized,Medium
LCN8,2,gtex;gtex_prioritized,Medium
CBLN3,2,gtex;gtex_prioritized,Medium
RP5-1092A3.4,2,gtex;gtex_prioritized,Medium
HLA-DRB5,2,gtex;gtex_prioritized,Medium
UBE2D3,2,gwasrapidd;opentargets,Medium
USP26,2,clinvar;opentargets,Medium
MYH6,2,clinvar;opentargets,Medium
AOPEP,2,omim;opentargets,Medium
CCND2,2,gwasrapidd;opentargets,Medium
MTATP6,2,clinvar;omim,Medium
SLC38A3,2,clinvar;omim,Medium
MTTV,2,clinvar;omim,Medium
MAPK3,2,clinvar;opentargets,Medium
MT-ATP8,2,clinvar;opentargets,Medium
MARCH1,2,gtex;gtex_prioritized,Medium
DOK6,2,clinvar;opentargets,Medium
